artist	song	highestRank	year	nonPerson	name
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Endless Summer Nights	2	1988	season	Summer
Richard Marx	Hazard	9	1992	NA	Mary
Richard Marx	Hazard	9	1992	NA	Mary
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Richie Rich	Do G's Get To Go To Heaven?	57	1997	place	Heaven
Rick James	Cold Blooded	40	1983	NA	Baby
Rick James	Cold Blooded	40	1983	NA	Baby
Rick James	Cold Blooded	40	1983	NA	Baby
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	NA	Mary
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick James	Mary Jane	41	1978	NA	Mary
Rick James	Mary Jane	41	1978	NA	Mary
Rick James	Mary Jane	41	1978	NA	Mary
Rick James	Mary Jane	41	1978	drug	Mary Jane
Rick Nelson	I'm In Love Again	67	1963	NA	Baby
Rick Nelson	I'm In Love Again	67	1963	NA	Baby
Rick Nelson	I'm In Love Again	67	1963	NA	Baby
Rick Ross	Hustlin'	54	2006	car	Burt
Rick Ross	Hustlin'	54	2006	NA	Jose
Rick Ross	Hustlin'	54	2006	NA	Pablo
Rick Ross	Hustlin'	54	2006	NA	Ross
Rick Ross	Push It	57	2006	NA	Baby
Rick Ross	Push It	57	2006	weapon	Mac
Rick Ross	Push It	57	2006	car	Mercedes
Rick Ross	Push It	57	2006	NA	Rick
Rick Ross	Push It	57	2006	NA	Ross
Rick Ross Featuring Chris Brown	Sorry	97	2015	NA	Baby
Rick Ross Featuring Chris Brown	Sorry	97	2015	NA	Baby
Rick Ross Featuring Chris Brown	Sorry	97	2015	NA	Baby
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	NA	Elroy
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	NA	James
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & Chrisette Michele	Aston Martin Music	30	2010	car	Martin
Rick Ross Featuring Drake & French Montana	Stay Schemin	58	2012	NA	Dwight
Rick Ross Featuring Drake & French Montana	Stay Schemin	58	2012	NA	Kobe
Rick Ross Featuring Drake & French Montana	Stay Schemin	58	2012	NA	Kobe
Rick Ross Featuring Drake & French Montana	Stay Schemin	58	2012	NA	Max
Rick Ross Featuring Drake & French Montana	Stay Schemin	58	2012	NA	Oliver
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	store	Barney
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	store	Barney
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	city	Brooklyn
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	car	Enzo
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	NA	Jay
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	NA	Jesus
Rick Ross Featuring JAY Z	The Devil Is A Lie	86	2014	NA	Jesus
Rick Ross Featuring John Legend	Magnificent	62	2009	NA	Allan
Rick Ross Featuring John Legend	Magnificent	62	2009	NA	Carol
Rick Ross Featuring John Legend	Magnificent	62	2009	NA	Sean John
Rick Ross Featuring Kanye West & Big Sean	Sanctified	78	2014	NA	Ali
Rick Ross Featuring Kanye West & Big Sean	Sanctified	78	2014	NA	Ali
Rick Ross Featuring Kanye West & Big Sean	Sanctified	78	2014	NA	Baby
Rick Ross Featuring Kanye West & Big Sean	Sanctified	78	2014	NA	David
Rick Ross Featuring Kanye West & Big Sean	Sanctified	78	2014	NA	Jesus
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Andre
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	city	Austin
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Benjamin
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Gregory
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Jay
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Kurt
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	car	Lexus
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Martin
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Phil
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Ross
"Rick Ross Featuring Kanye West, T-Pain, Lil' Wayne"	Maybach Music 2	92	2009	NA	Wayne
Rick Ross Featuring Lil Wayne Or T.I.	9 Piece	61	2011	NA	Marilyn
Rick Ross Featuring Lil Wayne Or T.I.	9 Piece	61	2011	NA	Ray
Rick Ross Featuring Ne-Yo	Super High	100	2010	NA	Cassie
Rick Ross Featuring Ne-Yo	Super High	100	2010	NA	Fran
Rick Ross Featuring Ne-Yo	Super High	100	2010	NA	Rick
Rick Ross Featuring Ne-Yo	Super High	100	2010	NA	Sade
Rick Ross Featuring Nelly & Avery Storm	Here I Am	41	2008	city	Milan
Rick Ross Featuring Nicki Minaj	You The Boss	62	2011	NA	Baby
Rick Ross Featuring Nicki Minaj	You The Boss	62	2011	NA	Ray
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Archie
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Larry
Rick Ross Featuring Styles P	B.M.F. (Blowin' Money Fast)	60	2010	NA	Rose
Rick Springfield	Affair Of The Heart	9	1983	NA	Baby
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Bruce
Rick Springfield	Bruce	27	1984	NA	Richard
Rick Springfield	Bruce	27	1984	NA	Rick
Rick Springfield	Bruce	27	1984	NA	Ricky
Rick Springfield	Bruce	27	1984	NA	Shelly
Rick Springfield	Don't Talk To Strangers	2	1982	NA	Baby
Rick Springfield	Human Touch	18	1983	NA	Sally
Rick Springfield	Human Touch	18	1983	NA	Sally
Rick Springfield	Human Touch	18	1983	NA	Sally
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	I Get Excited	32	1982	NA	Baby
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Jessie's Girl	1	1981	NA	Jessie
Rick Springfield	Love Somebody	5	1984	NA	Baby
Rick Springfield	What Kind Of Fool Am I	21	1982	NA	Baby
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	Chuck E.'s In Love	4	1979	NA	Chuck
Rickie Lee Jones	The Real End	83	1984	NA	Marquis
Ricky Martin	Livin La Vida Loca	1	1999	NA	Whitney
Ricky Martin	Shake Your Bon-Bon	22	1999	NA	Juliet
Ricky Martin	Shake Your Bon-Bon	22	1999	NA	Juliet
Ricky Martin	She Bangs	12	2000	NA	Baby
Ricky Martin	She Bangs	12	2000	NA	Baby
Ricky Martin Featuring Natalia Jimenez	Lo Mejor De Mi Vida Eres Tu	100	2011	city	Paris
Ricky Martin Featuring Natalia Jimenez	Lo Mejor De Mi Vida Eres Tu/The Best Thing About Me Is You	74	2010	city	Paris
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	Hello Mary Lou	9	1961	NA	Mary Lou
Ricky Nelson	It's Late	9	1959	NA	Baby
Ricky Nelson	It's Late	9	1959	NA	Baby
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	American Oxygen	78	2015	country	America
Rihanna	Cheers (Drink To That)	7	2011	drink	Jameson
Rihanna	Cheers (Drink To That)	7	2011	drink	Jameson
Rihanna	Cheers (Drink To That)	7	2011	drink	Jameson
Rihanna	Cheers (Drink To That)	7	2011	drink	Jameson
Rihanna	Cheers (Drink To That)	7	2011	brand	Ray
Rihanna	Cheers (Drink To That)	7	2011	brand	Ray
Rihanna	Cheers (Drink To That)	7	2011	NA	Tyra
Rihanna	Don't Stop The Music	3	2007	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	If It's Lovin' That You Want	36	2005	NA	Baby
Rihanna	Kiss It Better	62	2016	NA	Baby
Rihanna	Kiss It Better	62	2016	NA	Baby
Rihanna	Love On The Brain	5	2016	NA	Baby
Rihanna	Love On The Brain	5	2016	NA	Baby
Rihanna	Love On The Brain	5	2016	NA	Baby
Rihanna	Man Down	59	2011	NA	Peggy Sue
Rihanna	Only Girl (In The World)	1	2010	NA	Baby
Rihanna	Pour It Up	19	2013	NA	Jay
Rihanna	Rehab	18	2008	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Rude Boy	1	2010	NA	Baby
Rihanna	Sex With Me	83	2016	NA	Baby
Rihanna	Shut Up And Drive	15	2007	NA	Baby
Rihanna	Shut Up And Drive	15	2007	NA	Baby
Rihanna	Shut Up And Drive	15	2007	NA	Baby
Rihanna	Take A Bow	1	2008	NA	Baby
Rihanna	Take A Bow	1	2008	NA	Baby
Rihanna	You Da One	14	2011	NA	Baby
Rihanna	You Da One	14	2011	NA	Baby
Rihanna	You Da One	14	2011	NA	Baby
Rihanna & Sean Paul	Break It Off	9	2006	NA	Penelope
Rihanna Featuring David Guetta	Right Now	50	2013	NA	Baby
Rihanna Featuring Drake	Work	1	2016	NA	Baby
Rihanna Featuring Future	Loveeeeeee Song	55	2013	NA	Baby
Rihanna Featuring Jay-Z	Umbrella	1	2007	NA	Baby
Rihanna Featuring Jay-Z	Umbrella	1	2007	NA	Baby
Rihanna Featuring Jay-Z	Umbrella	1	2007	NA	Jay
Rihanna Featuring Jay-Z	Umbrella	1	2007	NA	Rihanna
Rihanna Featuring Jeezy	Hard	8	2009	brand	Louis
Rihanna Featuring Jeezy	Hard	8	2009	brand	Louis
Rihanna Featuring Jeezy	Hard	8	2009	brand	Louis
Rihanna Featuring Jeezy	Hard	8	2009	brand	Louis
Rihanna Featuring Jeezy	Hard	8	2009	NA	Louis
Rihanna Featuring Slash	Rockstar 101	64	2010	NA	Baby
Rihanna Featuring Slash	Rockstar 101	64	2010	NA	Baby
Rihanna Featuring Slash	Rockstar 101	64	2010	NA	Baby
Rihanna Featuring Slash	Rockstar 101	64	2010	NA	Baby
Rihanna Featuring Slash	Rockstar 101	64	2010	NA	Baby
Rita Ora	How We Do (Party)	62	2012	NA	Baby
Rita Ora	How We Do (Party)	62	2012	drink	Jack
Ritchie Valens	"Come On, Let's Go"	42	1958	NA	Jessie
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Ritchie Valens	Donna	2	1958	NA	Donna
Robbie Dupree	Steal Away	6	1980	NA	Baby
Robbie Nevil	C'est La Vie	5	1987	NA	Baby
Robert Tepper	No Easy Way Out	22	1986	NA	Baby
Robert Tepper	No Easy Way Out	22	1986	NA	Baby
Robin Gibb	Boys Do Fall In Love	37	1984	NA	Baby
Robin Gibb	Boys Do Fall In Love	37	1984	NA	Baby
Robin Thicke	Lost Without U	14	2006	NA	Baby
Robin Thicke	Lost Without U	14	2006	NA	Baby
Robin Thicke	Sex Therapy	54	2010	NA	Baby
Robin Thicke Featuring Kendrick Lamar	Give It 2 U	25	2013	NA	Baby
Robin Thicke Featuring Kendrick Lamar	Give It 2 U	25	2013	NA	Baby
Robin Thicke Featuring Kendrick Lamar	Give It 2 U	25	2013	NA	Jackie
Robin Thicke Featuring Kendrick Lamar	Give It 2 U	25	2013	drink	Mai
Robin Thicke Featuring T.I. & Pharrell	Blurred Lines	94	2013	NA	Baby
Robin Thicke Featuring T.I. & Pharrell	Blurred Lines	94	2013	NA	Baby
Robin Thicke Featuring T.I. & Pharrell	Blurred Lines	94	2013	NA	Baby
Robin Thicke Featuring T.I. & Pharrell	Blurred Lines	94	2013	state	Dakota
Robin Thicke Featuring T.I. & Pharrell	Blurred Lines	94	2013	city	Paris
Robyn	Do You Know (What It Takes)	7	1997	NA	Heaven
Robyn	Show Me Love	7	1997	NA	Baby
Robyn	Show Me Love	7	1997	NA	Baby
Robyn	Show Me Love	7	1997	NA	Baby
Robyn	Show Me Love	7	1997	NA	Baby
Robyn	Show Me Love	7	1997	NA	Baby
Rocko Featuring Future & Rick Ross	U.O.E.N.O.	20	2013	NA	Michael
Rocko Featuring Future & Rick Ross	U.O.E.N.O.	20	2013	NA	Tom
Rod Stewart	Ain't Love A Bitch	22	1979	NA	Maggie
Rod Stewart	All Right Now	72	1984	NA	Baby
Rod Stewart	All Right Now	72	1984	NA	Baby
Rod Stewart	All Right Now	72	1984	NA	Baby
Rod Stewart	All Right Now	72	1984	NA	Baby
Rod Stewart	All Right Now	72	1984	NA	Baby
Rod Stewart	Angel	40	1972	NA	Angel
Rod Stewart	Baby Jane	14	1983	NA	Baby Jane
Rod Stewart	Baby Jane	14	1983	NA	Baby Jane
Rod Stewart	Baby Jane	14	1983	NA	Baby Jane
Rod Stewart	Downtown Train	3	1989	city	Brooklyn
Rod Stewart	Every Beat Of My Heart	83	1986	NA	Heaven
Rod Stewart	Handbags And Gladrags	42	1972	NA	Baby
Rod Stewart	Having A Party	36	1994	NA	Sally
Rod Stewart	I Was Only Joking	22	1978	NA	Susie
Rod Stewart	I Was Only Joking	22	1978	NA	Valentino
Rod Stewart	Leave Virginia Alone	52	1995	state	Georgia
Rod Stewart	Leave Virginia Alone	52	1995	state	Georgia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Leave Virginia Alone	52	1995	NA	Virginia
Rod Stewart	Lost In You	12	1988	NA	Baby
Rod Stewart	Lost In You	12	1988	NA	Baby
Rod Stewart	Lost In You	12	1988	NA	Baby
Rod Stewart	Lost In You	12	1988	NA	Baby
Rod Stewart	Passion	5	1980	city	Paris
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	George
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	George
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	George
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	George
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	George
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	The Killing Of Georgie (Part I And II)	30	1977	NA	Georgie
Rod Stewart	What Am I Gonna Do (I'm So In Love With You)	35	1983	month	April
Rod Stewart	Young Turks	5	1981	NA	Billy
Rod Stewart	Young Turks	5	1981	NA	Billy
Rod Stewart	Young Turks	5	1981	NA	Billy
Rod Stewart	Young Turks	5	1981	NA	Patti
Rod Stewart	Young Turks	5	1981	NA	Patti
Rod Stewart	Young Turks	5	1981	NA	Patti
Rodney Atkins	If You're Going Through Hell (Before The Devil Even Knows)	33	2006	drink	Jim
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	country	America
Rodney Atkins	It's America	44	2009	month	June
Rodney Atkins	It's America	44	2009	month	June
Rodney Atkins	It's America	44	2009	month	June
Rodney Atkins	Take A Back Road	23	2011	NA	George
Rodney Atkins	These Are My People	42	2007	NA	Curtis
Rodney Dangerfield	Rappin' Rodney	83	1983	NA	Rodney
Rodney Dangerfield	Rappin' Rodney	83	1983	NA	Rodney
Rodney Dangerfield	Rappin' Rodney	83	1983	NA	Rodney
Rodney Dangerfield	Rappin' Rodney	83	1983	NA	Rodney
Rodney Dangerfield	Rappin' Rodney	83	1983	month	Summer
Rodney Dangerfield	Rappin' Rodney	83	1983	month	Winter
Roger Daltrey	After The Fire	48	1985	motorcycle	Harley
Roger Daltrey	After The Fire	48	1985	NA	Matt
Roger Daltrey	Avenging Annie	88	1977	NA	Annie
Roger Daltrey	Avenging Annie	88	1977	NA	Annie
Roger Daltrey	Avenging Annie	88	1977	NA	Floyd
Roger Daltrey	Avenging Annie	88	1977	NA	Floyd
Roger Miller	Vance	80	1968	NA	Becky
Roger Miller	Vance	80	1968	NA	Becky
Roger Miller	Vance	80	1968	NA	Becky
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Roger Miller	Vance	80	1968	NA	Vance
Romeo Santos	Propuesta Indecente	79	2013	NA	Romeo
Romeo Santos Featuring Drake	Odio	45	2014	NA	Bernice
Romeo Santos Featuring Drake	Odio	45	2014	NA	Drake
Rosanne Cash	Seven Year Ache	22	1981	NA	Baby
Roscoe Dash	Good Good Night	91	2011	NA	Ken
Roscoe Dash	Good Good Night	91	2011	NA	Lois
Roscoe Dash Featuring Soulja Boy Tell'em	All The Way Turnt Up	46	2010	NA	Roscoe
Rose Royce	I'm Going Down	70	1977	NA	Baby
Rose Royce	I'm Going Down	70	1977	NA	Baby
Rose Royce	I'm Going Down	70	1977	NA	Baby
Rose Royce	I Wanna Get Next To You	10	1977	NA	Baby
Rossington Collins Band	Don't Misunderstand Me	55	1980	NA	Baby
Rossington Collins Band	Don't Misunderstand Me	55	1980	NA	Baby
Roxette	How Do You Do!	58	1992	NA	Tim
Roxette	Sleeping In My Car	50	1994	NA	Baby
Roy Orbison	(Say) You're My Girl	39	1965	NA	Mercy
Roy Orbison	Candy Man	25	1961	NA	Baby
Roy Orbison	Crawling Back	46	1965	NA	Heaven
Roy Orbison	Falling	22	1963	NA	Baby
Roy Orbison	Mean Woman Blues	5	1963	NA	Roy
Roy Orbison	Mean Woman Blues	5	1963	NA	Roy
Ruben Studdard	Change Me	94	2006	NA	Baby
Ruben Studdard	Change Me	94	2006	NA	Baby
Ruben Studdard	Change Me	94	2006	NA	Baby
Ruben Studdard	Change Me	94	2006	NA	Baby
Ruben Studdard	Change Me	94	2006	NA	Baby
Rudimental Featuring Ed Sheeran	Lay It All On Me	48	2015	NA	Baby
Rudimental Featuring Ed Sheeran	Lay It All On Me	48	2015	NA	Baby
Rudimental Featuring Ed Sheeran	Lay It All On Me	48	2015	NA	Baby
Rudimental Featuring Ed Sheeran	Lay It All On Me	48	2015	NA	Baby
Ruff Endz	Someone To Love You	49	2002	NA	Baby
Ruff Endz	Someone To Love You	49	2002	NA	Baby
Ruff Endz	Someone To Love You	49	2002	NA	Baby
Ruff Endz	Someone To Love You	49	2002	NA	Baby
Rufus Thomas	Jump Back	49	1964	NA	Billy
