artist	song	highestRank	year	nonPerson	name
Prince And The Revolution	Purple Rain	2	1984	NA	Baby
Prince And The Revolution	Raspberry Beret	2	1985	NA	Johnson
Prince Royce	Darte Un Beso	78	2013	NA	Royce
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Baby
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Royce
Prince Royce Featuring Jennifer Lopez & Pitbull	Back It Up	92	2015	NA	Royce
Psychedelic Furs	Pretty In Pink	41	1986	NA	Caroline
Psychedelic Furs	Pretty In Pink	41	1986	NA	Caroline
Public Announcement Featuring LeLe	John Doe	95	2001	NA	John
Public Announcement Featuring LeLe	John Doe	95	2001	NA	John
Public Enemy	Can't Truss It	50	1991	NA	Jack
Public Enemy	Can't Truss It	50	1991	NA	Jack
Public Enemy	Can't Truss It	50	1991	NA	King
Public Enemy	Can't Truss It	50	1991	NA	King
Public Enemy	Can't Truss It	50	1991	NA	Sam
Puff Daddy	Victory	19	1998	city	Brook
Puff Daddy	Victory	19	1998	NA	Crystal
Puff Daddy	Victory	19	1998	NA	Francis
Puff Daddy	Victory	19	1998	NA	Frank
Puff Daddy	Victory	19	1998	NA	Frank
Puff Daddy	Victory	19	1998	NA	Frankie
Puff Daddy	Victory	19	1998	city	Houston
Puff Daddy	Victory	19	1998	NA	Jackson
Puff Daddy	Victory	19	1998	NA	Jordan
Puff Daddy	Victory	19	1998	weapon	Mac
Puff Daddy	Victory	19	1998	NA	Mike
Puff Daddy	Victory	19	1998	NA	Rob
Puff Daddy	Victory	19	1998	NA	Tyson
Puff Daddy Featuring Mario Winans	Best Friend	59	2000	NA	Jesus
Puff Daddy Featuring Mario Winans	Best Friend	59	2000	NA	Jesus
Pure Prairie League	Amie	27	1975	NA	Amie
Pure Prairie League	Amie	27	1975	NA	Amie
Pure Prairie League	Amie	27	1975	NA	Amie
Pure Prairie League	Amie	27	1975	NA	Amie
Pure Prairie League	Amie	27	1975	NA	Amie
Purple Ribbon All-Stars	Kryptonite (I'm On It)	35	2005	place	Dixie
Q-Tip	Breathe And Stop	71	2000	NA	Victoria
Q-Tip	Vivrant Thing	26	1999	NA	Ben
Q-Tip	Vivrant Thing	26	1999	NA	Jerry
Quad City DJ's	C'mon N' Ride It (The Train)	3	1996	NA	Baby
Quad City DJ's	C'mon N' Ride It (The Train)	3	1996	NA	Michelle
Quad City DJ's	C'mon N' Ride It (The Train)	3	1996	NA	Tamika
Quad City DJ's	C'mon N' Ride It (The Train)	3	1996	NA	Tanya
Queen	Another One Bites The Dust	1	1980	NA	Steve
Queen	KILLER QUEEN	12	1975	NA	Kennedy
Queen	KILLER QUEEN	12	1975	NA	Marie
Queen	KILLER QUEEN	12	1975	city	Paris
Queen Pen Featuring Teddy Riley	Man Behind The Music	84	1997	NA	Jack
Queen Pen Featuring Teddy Riley	Man Behind The Music	84	1997	NA	Nick
Queen Pen Featuring Teddy Riley	Man Behind The Music	84	1997	NA	Queen
Queen Pen Featuring Teddy Riley	Man Behind The Music	84	1997	NA	Teddy
"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell"	Party Ain't A Party	74	1998	NA	Lee
"Queen Pen Featuring Teddy Riley, Nutta Butta, Markell"	Party Ain't A Party	74	1998	NA	Lou
Queens Of The Stone Age	No One Knows	51	2002	NA	Heaven
Quicksilver Messenger Service	Who Do You Love	91	1969	NA	Arlene
R. City Featuring Adam Levine	Locked Away	6	2015	NA	Baby
R. City Featuring Adam Levine	Locked Away	6	2015	NA	Baby
R. City Featuring Adam Levine	Locked Away	6	2015	NA	Baby
R. City Featuring Adam Levine	Locked Away	6	2015	NA	Baby
R. Kelly	Bump N Grind	1	1994	NA	Baby
R. Kelly	Bump N Grind	1	1994	NA	Baby
R. Kelly	Happy People	19	2004	NA	Wayne
R. Kelly	Happy People	19	2004	NA	Wayne
R. Kelly	Honey Love	39	1992	NA	Baby
R. Kelly	Honey Love	39	1992	NA	Baby
R. Kelly	Honey Love	39	1992	NA	Baby
R. Kelly	I Wish	14	2000	country	America
R. Kelly	I Wish	14	2000	car	Bentley
R. Kelly	I Wish	14	2000	holiday	Easter
R. Kelly	She's Got That Vibe	59	1992	NA	Aaliyah
R. Kelly	She's Got That Vibe	59	1992	NA	Ann
R. Kelly	She's Got That Vibe	59	1992	NA	Betty
R. Kelly	She's Got That Vibe	59	1992	NA	Cheryl
R. Kelly	She's Got That Vibe	59	1992	NA	Gail
R. Kelly	She's Got That Vibe	59	1992	NA	Gladys
R. Kelly	She's Got That Vibe	59	1992	NA	Joann
R. Kelly	She's Got That Vibe	59	1992	NA	Kelly
R. Kelly	She's Got That Vibe	59	1992	NA	Kim
R. Kelly	She's Got That Vibe	59	1992	NA	Laurel
R. Kelly	She's Got That Vibe	59	1992	NA	Rachelle
R. Kelly	She's Got That Vibe	59	1992	NA	Rita
R. Kelly	She's Got That Vibe	59	1992	NA	Sabrina
R. Kelly	She's Got That Vibe	59	1992	NA	Stacy
R. Kelly	She's Got That Vibe	59	1992	NA	Stephanie
R. Kelly	She's Got That Vibe	59	1992	NA	Theresa
R. Kelly	She's Got That Vibe	59	1992	NA	Tonia
R. Kelly	Step In The Name Of Love	9	2003	NA	Henry
R. Kelly	Summer Bunnies	55	1994	NA	Al
R. Kelly	Summer Bunnies	55	1994	NA	Sadie
R. Kelly	Summer Bunnies	55	1994	NA	Tamika
R. Kelly	Thoia Thoing	13	2003	NA	Jacob
R. Kelly	Thoia Thoing	13	2003	NA	Remy
R. Kelly	Trapped In The Closet	22	2005	NA	Baby
R. Kelly	When A Woman's Fed Up	22	1998	NA	Tyrone
R. Kelly	You Remind Me Of Something	4	1995	NA	Baby
R. Kelly	Your Body's Callin	13	1994	NA	Baby
R. Kelly	Your Body's Callin	13	1994	NA	Baby
R. Kelly Featuring 2 Chainz	My Story	89	2013	NA	Benjamin
R. Kelly Featuring 2 Chainz	My Story	89	2013	NA	Jesus
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Floyd
R. Kelly Featuring Jay-Z	Fiesta	6	2001	place	Heaven
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Kelly
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Kelly
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Kelly
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Kelly
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Kisha
R. Kelly Featuring Jay-Z	Fiesta	6	2001	NA	Tasha
R. Kelly Featuring Keri Hilson	Number One	59	2009	NA	Baby
R. Kelly Featuring Keri Hilson	Number One	59	2009	NA	Keri
R. Kelly Featuring Keri Hilson	Number One	59	2009	NA	Keri
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	Drive	28	1992	NA	Ollie
R.E.M.	It's The End Of The World As We Know It (And I Feel Fine)	69	1988	NA	Lenny
R.E.M.	It's The End Of The World As We Know It (And I Feel Fine)	69	1988	NA	Lenny
R.E.M.	It's The End Of The World As We Know It (And I Feel Fine)	69	1988	NA	Leonard
R.E.M.	It's The End Of The World As We Know It (And I Feel Fine)	69	1988	NA	Lester
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Andy
R.E.M.	Man On The Moon	30	1993	NA	Charles
R.E.M.	Man On The Moon	30	1993	NA	Elvis
R.E.M.	Man On The Moon	30	1993	NA	Elvis
R.E.M.	Man On The Moon	30	1993	NA	Elvis
R.E.M.	Man On The Moon	30	1993	NA	Fred
R.E.M.	Man On The Moon	30	1993	NA	Moses
R.E.M.	Man On The Moon	30	1993	NA	Newton
R.E.M.	Man On The Moon	30	1993	NA	Peter
R.E.M.	"What's The Frequency, Kenneth?"	21	1994	NA	Kenneth
R.E.M.	"What's The Frequency, Kenneth?"	21	1994	NA	Kenneth
R.E.M.	"What's The Frequency, Kenneth?"	21	1994	NA	Richard
"R.L., Snoop Dogg & Lil' Kim"	Do U Wanna Roll (Dolittle Theme)	84	2001	state	Cali
Rae Sremmurd	Come Get Her	56	2015	drink	Don
Rae Sremmurd	Look Alive	72	2016	NA	Michael
Rae Sremmurd	No Flex Zone	36	2014	NA	Lee
Rae Sremmurd	No Type	16	2014	NA	Jordan
Rae Sremmurd	No Type	16	2014	NA	Kim
Rae Sremmurd	This Could Be Us	49	2015	car	Mercedes
Rae Sremmurd	This Could Be Us	49	2015	NA	Pat
Rae Sremmurd	This Could Be Us	49	2015	NA	Tracy
Rae Sremmurd Featuring Gucci Mane	Black Beatles	1	2016	NA	John
Rae Sremmurd Featuring Gucci Mane	Black Beatles	1	2016	NA	Mike
Rae Sremmurd Featuring Gucci Mane	Black Beatles	1	2016	NA	Paul
Rae Sremmurd Featuring Gucci Mane	Black Beatles	1	2016	NA	Rae
Rae Sremmurd Featuring Nicki Minaj & Young Thug	Throw Sum Mo	30	2015	NA	Baby
Rae Sremmurd Featuring Nicki Minaj & Young Thug	Throw Sum Mo	30	2015	NA	Nicki
Raheem DeVaughn	Woman	96	2008	NA	Baby
Rainbow	Since You Been Gone	57	1979	NA	Baby
Ralph Tresvant	Sensitivity	4	1990	NA	Baby
Ralph Tresvant	Sensitivity	4	1990	NA	Baby
Ralph Tresvant	Sensitivity	4	1990	NA	Baby
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Ram Jam	Black Betty	18	1977	NA	Betty
Rampage Featuring Billy Lawrence	Take It To The Streets	34	1997	NA	Charlie
Rampage Featuring Billy Lawrence	Take It To The Streets	34	1997	drink	Cristal
Rampage Featuring Billy Lawrence	Take It To The Streets	34	1997	drink	Don
Rampage Featuring Billy Lawrence	Take It To The Streets	34	1997	NA	Earl
Rampage Featuring Billy Lawrence	Take It To The Streets	34	1997	NA	Jada
Randy Houser	Goodnight Kiss	52	2014	NA	Baby
Randy Houser	Goodnight Kiss	52	2014	NA	Baby
Randy Houser	Goodnight Kiss	52	2014	NA	Baby
Randy Newman & Paul Simon	The Blues	51	1983	NA	Eddie
Randy Travis	"Spirit Of A Boy, Wisdom Of A Man"	42	1998	city	Dallas
Randy Travis	Three Wooden Crosses	31	2003	NA	Heaven
Randy Travis	Three Wooden Crosses	31	2003	NA	Heaven
Rappin' 4-Tay	Playaz Club	38	1995	city	Diego
Rappin' 4-Tay	Playaz Club	38	1995	city	Francisco
Rare Earth	(I Know) I'm Losing You	7	1970	NA	Baby
Rare Earth	Get Ready	4	1970	NA	Baby
Rascal Flatts	Come Wake Me Up	52	2012	NA	Baby
Rascal Flatts	Fast Cars And Freedom	38	2005	car	Nova
Rascal Flatts	Fast Cars And Freedom	38	2005	car	Nova
Rascal Flatts	Fast Cars And Freedom	38	2005	car	Nova
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Love You Out Loud	30	2003	NA	Baby
Rascal Flatts	Me And My Gang	50	2006	state	Montana
Rascal Flatts	Prayin' For Daylight	54	2000	NA	Baby
Rascal Flatts	Prayin' For Daylight	54	2000	NA	Baby
Rascal Flatts	Prayin' For Daylight	54	2000	NA	Baby
Rascal Flatts	Prayin' For Daylight	54	2000	NA	Baby
Rascal Flatts	Prayin For Daylight	38	2000	NA	Baby
Rascal Flatts	Prayin For Daylight	38	2000	NA	Baby
Rascal Flatts	Prayin For Daylight	38	2000	NA	Baby
Rascal Flatts	Prayin For Daylight	38	2000	NA	Baby
Rascal Flatts	Rewind	38	2014	NA	Baby
Rascal Flatts	Rewind	38	2014	NA	George
Rascal Flatts	Skin (Sarabeth)	42	2005	NA	Sara Beth
Rascal Flatts	Skin (Sarabeth)	42	2005	NA	Sara Beth
Rascal Flatts	Skin (Sarabeth)	42	2005	NA	Sara Beth
Rascal Flatts	Skin (Sarabeth)	42	2005	NA	Sara Beth
Rascal Flatts	Skin (Sarabeth)	42	2005	NA	Sara Beth
Rascal Flatts	These Days	23	2002	NA	Baby
Rascal Flatts	These Days	23	2002	NA	Jean
Rascal Flatts	These Days	23	2002	NA	Norma
Rascal Flatts	Why Wait	48	2010	NA	Baby
Rascal Flatts	Why Wait	48	2010	NA	Baby
Rascal Flatts	Why Wait	48	2010	NA	Baby
Rascal Flatts	Winner At A Losing Game	52	2007	NA	Baby
Ratt	Dance	59	1987	NA	Baby
Ratt	Dance	59	1987	NA	Baby
Ray Charles	Don't Let The Sun Catch You Cryin'	95	1960	NA	Baby
Ray Charles	Eleanor Rigby	35	1968	NA	Eleanor
Ray Charles	Eleanor Rigby	35	1968	NA	Eleanor
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	Georgia On My Mind	1	1960	NA	Georgia
Ray Charles	I've Got News For You	66	1961	NA	Joe
Ray Charles	Let The Good Times Roll	78	1960	NA	Ray
Ray Charles	Ruby	28	1960	NA	Ruby
Ray Charles	Ruby	28	1960	NA	Ruby
Ray Charles	Ruby	28	1960	NA	Ruby
Ray Charles	Ruby	28	1960	NA	Ruby
Ray Charles	Ruby	28	1960	NA	Ruby
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Baby
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Betty
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Betty
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Betty
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Betty
Ray Charles & Betty Carter	Baby It's Cold Outside	91	1962	NA	Betty
Ray LaMontagne	You Are The Best Thing	90	2008	NA	Baby
Ray LaMontagne	You Are The Best Thing	90	2008	NA	Baby
Ray Parker Jr.	I Still Can't Get Over Loving You	12	1983	NA	Baby
Ray Price	Danny Boy	60	1967	NA	Danny
Ray Price	Danny Boy	60	1967	NA	Danny
Ray Price	Danny Boy	60	1967	NA	Danny
Ray Price	Danny Boy	60	1967	NA	Danny
Ray Price	Danny Boy	60	1967	NA	Danny
Ray Stevens	Along Came Jones	27	1969	NA	Sam
Ray Stevens	Along Came Jones	27	1969	NA	Sam
Ray Stevens	Along Came Jones	27	1969	NA	Sue
Ray Stevens	Along Came Jones	27	1969	NA	Sue
Ray Stevens	Along Came Jones	27	1969	NA	Sue
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Bridget The Midget (The Queen Of The Blues)	50	1970	NA	Bill
Ray Stevens	Everything Is Beautiful	1	1970	place	Heaven
Ray Stevens	Everything Is Beautiful	1	1970	place	Heaven
Ray Stevens	Everything Is Beautiful	1	1970	place	Heaven
Ray Stevens	Everything Is Beautiful	1	1970	NA	Jesus
Ray Stevens	Everything Is Beautiful	1	1970	NA	Jesus
Ray Stevens	Freddie Feelgood (And His Funky Little Five Piece Band)	91	1966	NA	Freddie
Ray Stevens	Freddie Feelgood (And His Funky Little Five Piece Band)	91	1966	NA	Freddie
Ray Stevens	Freddie Feelgood (And His Funky Little Five Piece Band)	91	1966	NA	Percy
Ray Stevens	Freddie Feelgood (And His Funky Little Five Piece Band)	91	1966	NA	Tyrone
Ray Stevens	Gitarzan	8	1969	NA	Baby
Ray Stevens	Gitarzan	8	1969	NA	Baby
Ray Stevens	Gitarzan	8	1969	NA	Chet
Ray Stevens	Gitarzan	8	1969	NA	Jane
Ray Stevens	Gitarzan	8	1969	NA	Jane
Ray Stevens	Gitarzan	8	1969	NA	Jane
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Harry The Hairy Ape	17	1963	NA	Harry
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Ace
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Bill
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Bruce
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Cletus
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Clyde
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	George
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Leon
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Marvin
Ray Stevens	Santa Claus Is Watching You	45	1962	NA	Prince
Ray Stevens	The Streak	1	1974	NA	Ethel
Ray Stevens	The Streak	1	1974	NA	Ethel
Ray Stevens	The Streak	1	1974	NA	Ethel
Ray Stevens	The Streak	1	1974	NA	Ethel
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Ready For The World	Oh Sheila	1	1985	NA	Sheila
Rebecca Black	Friday	58	2011	NA	Rebecca
Red Hot Chili Peppers	By The Way	34	2002	NA	Dani
Red Hot Chili Peppers	By The Way	34	2002	NA	Dani
Red Hot Chili Peppers	By The Way	34	2002	NA	Dani
Red Hot Chili Peppers	Dani California	6	2006	NA	Baby
Red Hot Chili Peppers	Dani California	6	2006	state	Dakota
Red Hot Chili Peppers	Dani California	6	2006	NA	Dani
Red Hot Chili Peppers	Give It Away	73	1991	NA	Bob
Red Hot Chili Peppers	Give It Away	73	1991	NA	Bob
Red Hot Chili Peppers	Give It Away	73	1991	NA	Bob
Red Hot Chili Peppers	Scar Tissue	9	1999	season	Autumn
Red Hot Chili Peppers	Tell Me Baby	50	2006	city	Boston
Red Hot Chili Peppers	The Zephyr Song	49	2002	NA	Stella
Red Sovine	Teddy Bear	40	1976	place	Jackson
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Red Sovine	Teddy Bear	40	1976	NA	Teddy
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redbone	Maggie	45	1970	NA	Maggie
Redman Featuring DJ Kool	Let's Get Dirty (I Can't Get In Da Club)	97	2001	drink	Cristal
Redman Featuring DJ Kool	Let's Get Dirty (I Can't Get In Da Club)	97	2001	NA	Freddie
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Rednex	Cotton Eye Joe	25	1995	NA	Joe
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Baby Come To Me	60	1989	NA	Baby
Regina Belle	Show Me The Way	68	1987	NA	Baby
Remy Ma	Conceited (There's Something About Remy)	90	2006	NA	Baby
REO Speedwagon	Can't Fight This Feeling	1	1985	NA	Baby
REO Speedwagon	Can't Fight This Feeling	1	1985	NA	Baby
REO Speedwagon	Don't Let Him Go	24	1981	NA	Baby
REO Speedwagon	Don't Let Him Go	24	1981	car	Mercedes
REO Speedwagon	Keep On Loving You	1	1980	NA	Baby
REO Speedwagon	Keep On Loving You	1	1980	NA	Baby
REO Speedwagon	Sweet Time	26	1982	NA	Baby
REO Speedwagon	Sweet Time	26	1982	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Republica	Ready To Go	56	1996	NA	Baby
Rich Boy Featuring Polow Da Don	Throw Some D's	6	2006	NA	Baby
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj"	Tapout	45	2013	NA	Alexander
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj"	Tapout	45	2013	NA	Baby
"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj"	Tapout	45	2013	NA	Forrest
Rich Gang Featuring Young Thug & Rich Homie Quan	Lifestyle	16	2014	brand	Chanel
Rich Gang Featuring Young Thug & Rich Homie Quan	Lifestyle	16	2014	NA	Lupe
Rich Homie Quan	Flex (Ooh Ooh Ooh)	26	2015	NA	Dennis
Rich Homie Quan	Type Of Way	50	2013	state	Georgia
Rich Homie Quan	Type Of Way	50	2013	NA	Sade
Rich Homie Quan	Type Of Way	50	2013	NA	Sade
Rich Homie Quan	Type Of Way	50	2013	NA	Sade
Rich Homie Quan	Type Of Way	50	2013	NA	Tyson
Rich Homie Quan Featuring Problem	Walk Thru	74	2014	NA	Giuseppe
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
Richard Marx	Angelia	4	1989	NA	Angelia
